WARNING: kafka-python not installed. Using mock KafkaProducer.
WARNING: kafka-python not installed. Using mock KafkaConsumer.
Starting Network Anomaly Detection System
Starting traffic simulator
Mock KafkaProducer initialized with {'bootstrap_servers': 'localhost:9092', 'value_serializer': <function KafkaNetworkProducer.__init__.<locals>.<lambda> at 0x14a587100>}
Connected to Kafka at localhost:9092
Starting Kafka consumer for topic 'network_traffic'
Mock KafkaConsumer initialized with topics ('network_traffic',) and {'bootstrap_servers': 'localhost:9092', 'auto_offset_reset': 'latest', 'value_deserializer': <function NetworkAnomalyDetectionSystem.consume_traffic.<locals>.<lambda> at 0x14a587380>, 'group_id': 'network_anomaly_detector'}
Producing 10 packets per second to topic 'network_traffic'
Mock send to network_traffic: {'timestamp': '2025-05-15 23:01:52.740457', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.3', 'src_port': 6024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 660, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:03.943877', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.5', 'src_port': 4024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 749, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:04.045241', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.3', 'src_port': 1024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 1497, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:04.146539', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.3', 'src_port': 3024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 579, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:04.249218', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.5', 'src_port': 1024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 136, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:04.353498', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.1', 'src_port': 5024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 110, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:04.454328', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.4', 'src_port': 6024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 1029, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:04.559399', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.3', 'src_port': 9024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 760, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:04.660967', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.4', 'src_port': 6024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 680, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:04.765729', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.2', 'src_port': 3024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 1155, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:04.870796', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.3', 'src_port': 4024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 974, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:04.974115', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.3', 'src_port': 6024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 683, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:05.077417', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.2', 'src_port': 1024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1207, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:05.178800', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.2', 'src_port': 8024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 304, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:05.279459', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.2', 'src_port': 5024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 1443, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:05.382307', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.3', 'src_port': 8024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 1010, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:05.485246', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.3', 'src_port': 7024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 318, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:05.586567', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.5', 'src_port': 8024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 1488, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:05.688462', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.2', 'src_port': 7024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 229, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:05.793491', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.3', 'src_port': 2024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 771, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:05.894899', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.3', 'src_port': 8024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 539, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:05.995049', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.4', 'src_port': 6024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 997, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:06.100107', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.4', 'src_port': 1024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 1198, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:06.205151', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.1', 'src_port': 7024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 803, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:06.310201', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.2', 'src_port': 7024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 1453, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:06.414411', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.1', 'src_port': 4024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 136, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:06.514554', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.4', 'src_port': 3024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 741, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:06.619297', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.2', 'src_port': 3024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 245, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:06.724338', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.3', 'src_port': 5024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 290, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:06.829370', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.5', 'src_port': 6024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 267, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:06.934427', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.5', 'src_port': 1024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 402, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:07.037220', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.1', 'src_port': 8024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 319, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:07.139515', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.4', 'src_port': 2024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1014, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:07.239934', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.1', 'src_port': 3024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 269, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:07.345001', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.2', 'src_port': 3024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 702, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:07.447937', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.3', 'src_port': 5024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 505, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:07.552725', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.3', 'src_port': 9024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 78, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:07.655920', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.2', 'src_port': 4024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 1114, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:07.759729', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.1', 'src_port': 2024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 1365, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:07.864801', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.2', 'src_port': 5024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 714, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:07.968520', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.5', 'src_port': 5024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 945, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:08.069026', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.5', 'src_port': 1024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 810, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:08.170783', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.2', 'src_port': 3024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 807, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:08.274763', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.1', 'src_port': 8024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 794, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:08.379795', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.3', 'src_port': 3024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 812, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:08.484438', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.3', 'src_port': 8024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 470, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:08.589257', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.3', 'src_port': 7024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 1095, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:08.694331', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.4', 'src_port': 4024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 623, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:08.799076', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.4', 'src_port': 8024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 1113, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:08.904143', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.5', 'src_port': 6024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 557, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:09.007399', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.2', 'src_port': 4024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 973, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:09.111698', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.3', 'src_port': 2024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 546, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:09.216733', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.5', 'src_port': 1024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 1488, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:09.319989', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.3', 'src_port': 8024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 447, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:09.421243', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.3', 'src_port': 7024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 1358, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:09.525230', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.4', 'src_port': 7024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 569, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:09.629278', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.1', 'src_port': 9024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 1331, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:09.734338', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.1', 'src_port': 5024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 1357, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:09.834911', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.2', 'src_port': 6024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 975, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:09.938407', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.5', 'src_port': 2024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 896, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:10.043451', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.2', 'src_port': 5024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 942, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:10.146992', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.2', 'src_port': 2024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 134, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:10.248271', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.1', 'src_port': 5024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 1354, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:10.349954', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.5', 'src_port': 3024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 420, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:10.454999', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.2', 'src_port': 3024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1388, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:10.558491', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.4', 'src_port': 7024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 1265, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:10.663552', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.4', 'src_port': 3024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 1080, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:10.768612', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.4', 'src_port': 9024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1192, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:10.873452', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.2', 'src_port': 9024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1370, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:10.978513', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.4', 'src_port': 3024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 781, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:11.079928', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.5', 'src_port': 9024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 674, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:11.180389', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.3', 'src_port': 4024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1164, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:11.282612', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.4', 'src_port': 3024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1169, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:11.383034', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.2', 'src_port': 6024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 643, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:11.488073', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.1', 'src_port': 9024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 421, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:11.593126', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.1', 'src_port': 1024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 338, 'is_attack': False}
UDP 192.168.1.4 -> 10.0.0.1 (338 bytes)
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:11.698195', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.2', 'src_port': 1024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 1139, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:11.803249', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.5', 'src_port': 2024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 89, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:11.906605', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.4', 'src_port': 5024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 424, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:12.011465', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.1', 'src_port': 8024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 262, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:12.114694', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.4', 'src_port': 6024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 1206, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:12.219779', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.5', 'src_port': 5024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 1470, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:12.324855', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.4', 'src_port': 1024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 1329, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:12.428108', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.2', 'src_port': 5024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 769, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:12.533144', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.1', 'src_port': 6024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 1128, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:12.637997', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.2', 'src_port': 1024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 609, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:12.743105', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.5', 'src_port': 6024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 365, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:12.844758', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.2', 'src_port': 4024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 521, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:12.949829', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.2', 'src_port': 4024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 972, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:13.053265', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.3', 'src_port': 9024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 512, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:13.154932', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.3', 'src_port': 5024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1027, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:13.259335', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.3', 'src_port': 9024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 941, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:13.359521', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.2', 'src_port': 3024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 445, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:13.459929', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.2', 'src_port': 1024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 1317, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:13.560063', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.1', 'src_port': 5024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 657, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:13.663651', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.2', 'src_port': 8024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 975, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:13.768733', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.2', 'src_port': 3024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 744, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:13.873802', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.5', 'src_port': 9024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 329, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:13.977775', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.1', 'src_port': 3024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 599, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:14.082577', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.2', 'src_port': 5024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 1397, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:14.187631', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.4', 'src_port': 3024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 739, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:14.292701', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.3', 'src_port': 1024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 767, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:14.394808', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.1', 'src_port': 9024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 178, 'is_attack': False}
